f0_mean,f0_std,f0_range,jitter_local,shimmer_local,hnr_mean,voiced_ratio,speaking_rate_proxy,energy_std,dissonance_mean,dissonance_std,inharmonicity_mean,inharmonicity_std,major_fit,minor_fit,wholetone_fit,majorness,tonal_clarity,melodic_path_length,direction_change_rate,contour_slope,final_initial_diff,mean_interval_size,interval_std,num_notes_per_sec,direction_entropy,npvi_voiced,rpvi_pause,rpvi_pause_filtered,stress_contrast,ioi_cv,ioi_npvi,pitch_stress_contrast,f1_mean,f1_std,f2_mean,f2_std,f3_mean,f3_std,formant_dispersion,cpp_mean,cpp_std,h1h2_mean,h1h2_std,nid
199.86821046462043,40.65159219677878,476.8486629565525,0.019115676029086034,0.13465872680625895,10.89910204526731,0.6921995783555868,6.38101992011601,12.178559457482487,50.979479954148935,92.83879278180328,0.10134288808406856,0.05602937897489769,0.10379666073653297,0.2285749661697583,0.007562194861418799,-0.12477830543322534,0.14735830698321273,16.830642644649355,8.134047370697331,0.1536935805589896,-1.8665425474144524,2.0897470498568973,2.542016031548408,1.4024219604650572,0.9494520153879484,87.77942634400527,0.09955555555555552,0.09058823529411765,4.983878744520957,0.5374904411276195,43.74927164945075,2.3006234130259795,634.9564554921219,365.3236160033275,1797.771884605588,467.9144716765509,2850.7444717204276,474.0910548277827,1107.8940081141527,0.21082760531969275,0.09027031490810283,-0.3363192799955525,9.345596336911619,51_1
216.21550369006934,37.89933617995606,259.63257581799223,0.02118413769850104,0.13706725707774822,8.485387268938949,0.781305114638448,6.837263663396251,6.895165996837494,144.4937448382182,239.0278318245757,0.11005884060368955,0.0620032037826663,0.15620936202174168,0.3830231308873199,0.012589826243341639,-0.2268137688655782,0.10748694051933605,30.095998656650792,7.012578116303847,0.2933718383331116,-2.0384121135390547,1.7113718828050666,1.7792245105898503,1.051886717445577,0.9709505944546686,84.10535392195185,0.05333333333333334,0.04,3.4988324426800217,0.3399258883706531,34.97966242903575,2.497051293732051,638.2879308260757,311.5992768778906,1751.9126287641961,412.1791542025908,2796.7997894489918,352.4979966906359,1079.2559293114582,0.19866654017060215,0.08855352035234404,0.7893764091029072,9.803556184707723,51_2
151.5764749225935,28.493927449311553,152.7283600763663,0.019683929228514325,0.1451461031291691,8.242572049686949,0.6993127147766323,6.486900780379041,9.446270807442552,270.13543946531524,362.24133777928665,0.11960028773415925,0.0595290512485522,0.3353163946922975,0.46764746309225386,0.06938178723583957,-0.13233106839995634,0.05810129929202801,16.164083754680366,4.267697881828316,-0.9503655124024655,-7.828442289721574,3.635069272153741,3.7498177276196807,0.8535395763656634,1.0,86.08573099801372,0.08125,0.06857142857142857,3.976261957813486,0.5394537454025882,42.50644729756986,2.266028278633327,764.2971259259285,489.6613506886509,1799.7072536857977,495.73657803449134,2809.781707700995,549.49487552534,1022.7422908875335,0.15997861502043825,0.06072627637429297,-2.230444285355261,9.48821605710551,51_5
168.0247583304632,66.46210185792316,481.43046782345175,0.01962185648582049,0.1469328169402898,9.61165647827423,0.8896103896103896,6.663839494618624,7.730552021387461,265.6378964257354,305.3734199274033,0.11744574411979072,0.06600358859065021,0.47425242521075683,0.469468353375409,0.021100615513931956,0.004784071835347847,0.04693491290019747,31.566318226770072,7.953614880673841,-2.5161853314134306,-8.351788887841533,4.049632983259399,3.837827902600787,1.2897753860552175,0.9709505944546686,68.68538668538669,0.024,,2.8795357710793783,0.3416794578308862,26.02233043571871,3.7084133592004744,564.1608865508917,204.13567335647159,1580.3064600157413,408.35920205877267,2524.6636301333288,397.90284777288383,980.2513717912186,0.19617416106420926,0.10127126483416148,-4.2813526116990195,7.786834406259385,51_6
184.73111127898045,59.57707311576098,456.2553210435369,0.027721799382542045,0.1328817866015546,10.343056190290612,0.6925287356321839,6.543364384692798,12.213856539256598,60.12206112905632,68.66525116272017,0.10739583326860033,0.057425347395969835,0.2642355066882182,0.4998648056394952,0.1841467746176297,-0.235629298951277,0.09236987230214766,23.118067697336343,8.250329006786572,-0.6599521078585078,-5.0215322777815246,,,,,104.14307820494435,0.07076923076923078,0.13,4.266665626556203,0.4077260190005737,27.495669743237507,4.741210057014305,594.5374252839762,413.70823157344967,1827.4569567230776,431.8747778797846,2913.8304957427117,325.25857819333686,1159.6465352293678,0.17110352329269454,0.07255255740462883,1.5207729278814952,11.2827462947621,51_15
197.72486652350545,61.93309392956584,331.8689548164182,0.018875816792636876,0.111616238856316,9.976641167564566,0.6884735202492211,6.314018007191611,10.622058496411858,76.57741715113765,159.2239392860698,0.1040360243971192,0.06922446667158524,0.4164852021346772,0.49610381734356324,0.22733311215995317,-0.07961861520888602,0.06492294108689789,23.658244698996,7.866645386009219,-0.6436801405150226,-2.745943073764966,4.365456275642349,6.056268672866915,1.4491188868964353,0.9957274520849255,92.63596176468386,0.10928571428571429,0.0625,3.1495589197021143,0.6188573152679414,43.30283073359138,2.3504073489204593,694.7054324827819,402.30998907525867,1912.5558598494274,475.6502947872197,2919.8312320635623,443.1074991343654,1112.56289979039,0.2155789968405553,0.10606634237953887,0.24150447045754728,9.262426172959572,51_19
117.84804902902823,22.731300418588,129.43954395046546,0.025172394369982986,0.15614445223647375,8.898058503217817,0.7567567567567568,6.170060136145792,10.229340682535923,147.77550197073356,212.2703156353949,0.14332382057819942,0.05871480096930443,0.28185203075658044,0.2614594713573068,0.12500923129187655,0.020392559399273646,0.07063223101781824,20.19033577899165,8.862450013736684,-0.4852248263794087,8.059850335784828,1.9561121209016734,2.7933772863657027,1.794926585060594,0.9709505944546686,96.25971407753056,0.11363636363636363,0.07142857142857142,4.0376420670561135,0.5624483902742172,40.43154754649739,1.836114411254946,667.0803370375934,450.04022661433555,1680.331561351406,535.2247270450113,2777.64468533933,521.0738571066705,1055.2821741508683,0.12951075927806951,0.05369058552233057,-3.1557160125620634,6.69759441832356,51_24
128.00102945499296,30.587168677114697,372.301143767644,0.02438024487864617,0.1458438148718338,9.811986770716784,0.7824491157824491,6.333333333333333,9.234893191021769,96.18979796658714,154.39773874041185,0.14456781210529407,0.06811015802573255,0.22116974501455308,0.2819214556304801,0.03719451596876383,-0.06075171061592702,0.04143639208890548,21.474584699857893,10.333333333333334,-0.016719783282798505,-6.659259091595942,1.9633391521115064,2.8800741789490774,1.5666666666666667,0.9986359641585718,89.98806225212739,0.08885714285714286,0.1030769230769231,3.7521135908644574,0.5560838218935001,44.14271981061322,2.014416387344058,606.8031835319016,402.18050095586443,1681.6261157425517,532.4035569998125,2737.273610825301,534.7410178391223,1065.2352136466998,0.15116438290424822,0.07217782855240801,-3.2437991149475573,7.666548024364076,51_25
124.10582026418409,25.76500863476295,106.71836360489166,0.021955421584751986,0.13912010494652705,9.40051085680136,0.805921052631579,5.562851991184917,8.387996901143877,142.4590873815032,195.63233835910304,0.1480583424902493,0.06639407090890496,0.4599488467020854,0.5824553828412417,0.025781760164144567,-0.12250653613915624,0.11878881684224118,16.189178956271444,10.471250806936313,-0.9717178360758979,-11.225692457323916,2.262343333631006,2.8735907908876817,1.9633595263005588,0.9456603046006401,106.92834715919435,0.04666666666666667,0.04,3.4373436508756727,0.46268337149489525,46.947132918463865,1.9739521723014488,530.770661176379,249.83408182850047,1505.2511182104229,471.18514306356894,2770.876550038636,483.8847711374245,1120.0529444311287,0.1429676474932894,0.05812761051416403,-1.196292717545963,7.835904884000711,51_28
189.57161067360934,45.74178913012946,275.0297051390502,0.01858504707223847,0.13976561149261957,11.282763534311792,0.7096399535423926,6.017097246493175,13.92062126304174,62.24026232782352,90.86667393888231,0.1028954434899824,0.05866171398038905,0.26939678269311534,0.45052160347874864,0.24654642850764968,-0.1811248207856333,0.02169712614811614,16.89767228258486,6.132810655079582,-0.28287971140415596,8.8734762878805,2.878183438723532,4.036733198824196,1.5042743116232937,0.9798687566511528,67.37676773157634,0.14600000000000002,0.19142857142857142,5.482975960269434,0.7369896358994336,46.524737692817574,2.2712883061288696,603.0232533649053,289.42547507379373,1775.4088561880967,472.82295429511674,2859.744436696717,344.6630165348048,1128.360591665906,0.1951887846640654,0.0805496025898076,-1.6613207971736073,8.522258951127975,51_29
