id,direct_ironic,friendly_hostile,quadrant,f0_mean,f0_std,f0_range,jitter_local,shimmer_local,hnr_mean,voiced_ratio,speaking_rate_proxy,energy_std,dissonance_mean,dissonance_std,inharmonicity_mean,inharmonicity_std,major_fit,minor_fit,wholetone_fit,majorness,tonal_clarity,melodic_path_length,direction_change_rate,contour_slope,final_initial_diff,mean_interval_size,interval_std,num_notes_per_sec,direction_entropy,npvi_voiced,rpvi_pause,rpvi_pause_filtered,stress_contrast,ioi_cv,ioi_npvi,pitch_stress_contrast,sarcasm,show,speaker
1_60,-1,-1,Q3_bite,166.3719704804169,93.60443119630744,483.4535565144308,0.0169665511286724,0.1351394270829635,2.482382917125052,0.2663316582914573,5.485322719254603,9.892741571447736,301.4291652769151,298.0995659021149,0.1376390583755279,0.0565790041594629,0.4082035586129199,0.4172941662739169,0.1097642599896903,-0.0090906076609969,0.0867726819280289,4.26609201671137,1.4959971052512553,-3.142715026074602,-14.8240737982187,,,,,74.23663482487011,0.312,0.364,4.298544493024533,1.4458943526723829,31.064880921446186,6.328116030941823,1,BBT,SHELDON
1_70,-1,0,Q4_humor,219.369202066898,64.94367773694363,424.2205099487169,0.0226695913265767,0.080565388468423,8.084333165326886,0.6296296296296297,6.981319824505857,10.511105941944782,126.76582986632329,136.98875580470062,0.1084281997356037,0.0679329139845863,0.3616794034411409,0.3143984963591943,0.098029217060675,0.0472809070819466,0.1535701764917862,13.368339458720031,5.98398842100502,-1.9932412338394223,13.311284706985074,11.324344568071616,0.0,0.6648876023338912,-0.0,109.12939695814389,0.15,0.16,3.0176165540644275,0.4794277180469328,34.817125588451766,3.545694790988624,1,BBT,PENNY
1_105,-1,-1,Q3_bite,186.468271051575,70.0015030668354,468.4612843071601,0.0238104928334748,0.1256895267813506,4.06560945004625,0.5819397993311036,7.313818760224043,5.426359239482951,885.56369474916,845.4946155796393,0.1224970484742928,0.0625709943275358,0.2449963022442781,0.3368120047856951,0.1294017353406675,-0.0918157025414169,0.0425167873829694,16.84128622185095,5.485364070168032,-1.4350387255776589,-5.984001661506039,1.8347089634602085,0.0,0.3324463072829111,-0.0,107.62055133449044,0.119047619047619,0.13,2.451774441482675,0.3150021322209951,34.11535450605407,3.675532109225253,1,BBT,SHELDON
1_175,-1,-1,Q3_bite,163.00082610305378,38.43250826647005,247.3894148802446,0.0218535371908334,0.1031676041878316,4.6657308946730085,0.5329512893982808,7.266318605342397,5.7483498304243765,733.961149553702,688.1619693475445,0.1230367629968604,0.0668481679440221,0.2432873839197041,0.322456008120617,0.1860485240619825,-0.0791686242009128,0.0698173415879113,14.919254020572692,5.271642909758209,-0.6244606860431344,-14.8963336584818,4.104037892659228,4.504711616077299,0.7123841769943526,0.8112781244591328,96.1793616728573,0.2423529411764706,0.312,2.38337545868626,0.3997394040965709,46.49356344543766,2.797833587992762,1,BBT,SHELDON
1_182,-1,-1,Q3_bite,209.3687795483373,98.2505199597375,377.33177586530326,0.0355480409713459,0.1408236996117372,5.151102261185963,0.6305220883534136,5.784574468085106,10.025217574472428,626.3030803506961,635.787729113236,0.1425810308387091,0.0703876386301883,0.3671699205461081,0.3107401156739918,0.1598402396006987,0.0564298048721162,0.0727343827342906,22.660431849857275,5.984042553191489,-0.3932389725226312,-21.144331255684943,6.312385176490794,8.516621149474052,0.9973404255319148,1.0,60.6158296601845,0.0408333333333333,0.0233333333333333,2.436071402955228,0.8327957261924431,41.9517778895578,4.109426390071049,1,BBT,SHELDON
1_213,-1,-1,Q3_bite,180.7366622884798,81.31524879296444,502.07156801299215,0.0263783402450026,0.1229574105017771,5.929527887384822,0.6536536536536537,6.496523402442231,8.459330894823777,849.6016600907034,1204.6234586402315,0.1336270502504487,0.0916695659837582,0.380300424449182,0.3677028806125038,0.1776790945740718,0.0125975438366781,0.0152465042506606,19.50368458216796,7.795828082930677,-0.1669700030292161,6.162753114081847,2.9533996736295016,3.856137826332143,0.8495453680116763,0.954434002924965,84.97975529984879,0.0821621621621621,0.1007692307692307,3.8486014019807495,0.5259068697524029,40.07671334060549,4.329747461716544,1,BBT,SHELDON
1_276,-1,0,Q4_humor,147.97208568680028,61.482854426932434,493.9464668317126,0.0203410299568594,0.1148083388067995,8.396532661336366,0.7528230865746549,6.875,6.939667762235753,320.24569444866194,316.67615745007737,0.129797026607248,0.0629753343832379,0.2801461713162113,0.252084031566296,0.0526851944413149,0.0280621397499152,0.1822996504670493,15.202183088683835,8.5,-0.0335388494825266,-5.455585428321189,1.2245407533929291,1.405577765949164,2.125,0.8960382325345574,105.67175990913596,0.093,0.0914285714285714,2.7966467508254604,0.5023187605020545,39.20549636763192,1.554832597209722,1,BBT,LEONARD
1_340,-1,0,Q4_humor,204.1356919875532,85.07815635596336,461.3273265793412,0.0245864673181637,0.1029538977337602,3.76327810361274,0.4682274247491639,6.648926145658221,8.879095831381928,827.8713156650673,862.6680429546161,0.1176579963924734,0.0611118503236308,0.4859888292930167,0.3650276214219554,0.2911498100987356,0.1209612078710613,0.0277459871607644,17.156732449369365,3.823132533753477,0.437084182751898,17.81851546706078,,,,,98.56379045487208,0.2661538461538461,0.545,1.887608067449088,1.0483813309607413,43.0274207826558,5.956109095133984,1,BBT,RAJ
1_427,-1,-1,Q3_bite,156.95475965518378,56.51611919336578,424.3934394924186,0.020840263628651,0.123707115438721,5.832293772496084,0.5100401606425703,5.984042553191489,7.784250689666098,108.09441235329504,121.00222923527002,0.1126572418611043,0.0527261501123035,0.4388063920223894,0.4093689703891837,0.4412613040609141,0.0294374216332057,0.0211619413210578,15.743875527421272,3.789893617021277,-2.107516238684585,-10.695271325993186,,,,,82.82760400471379,0.1661538461538461,0.2171428571428571,3.324097926476977,0.4729948816669504,31.4969480329996,3.168185583979483,1,BBT,SHELDON
1_507,-1,-1,Q3_bite,189.41894131755868,57.25880851722489,488.11235820182304,0.0237713541917075,0.1308092447873035,8.682320094657,0.6399108138238573,5.442826269841669,10.95961318860406,97.97699398225164,106.26002029548066,0.1081194477642195,0.0581676084289273,0.3578081259390608,0.4490286881197424,0.2112659292593448,-0.0912205621806815,0.034362512440038,20.546574080367503,5.998216705539799,-0.4385706835077675,6.885667411179804,0.3651953568929773,0.0,0.2221561742792518,-0.0,90.35815841488107,0.0903448275862069,0.1133333333333333,3.040101522254487,0.7288996983816474,49.830994829979694,3.140605819667466,1,BBT,SHELDON
1_536,1,0,Q1_praise,233.01837021167,116.24174126068236,459.43106415781006,0.0234043102429405,0.1230390385063638,9.711390663511423,0.5056320400500626,5.984022253506793,11.81955635778031,44.27688232442058,95.44734966820572,0.1139004006806885,0.0688942168359516,0.2399954780914398,0.3894403480944201,0.0133368903117435,-0.1494448700029802,0.1043350071681703,18.75837252850173,4.7373509506928775,3.197766928872348,8.700622997681283,8.760441865086511,8.760441865086511,0.3740013908441745,1.0,70.83035955906396,0.185,0.183076923076923,6.655168729140076,0.6417581844921901,41.239800646669785,2.682845761438844,1,BBT,SHELDON
1_537,-1,-1,Q3_bite,336.17198210684927,82.43996683720341,401.4641556936213,0.0211341439245361,0.113425005501771,10.513834910472314,0.5,6.48265412275544,11.07962575254174,26.69175262522113,54.073308821874704,0.0776705813442838,0.0617649525987698,0.623033576140561,0.5229820839831124,0.1168634080697429,0.1000514921574485,0.0699550178183784,22.463522137804844,3.4906599122529287,-2.711001160817259,-5.482985913405599,2.9521210101305417,0.0,0.4986657017504184,-0.0,87.75195971286865,0.175,0.128,4.772274918078327,0.7098488677469275,41.04234214233027,2.912497960402304,1,BBT,PENNY
1_971,0,0,Q4_humor,281.07219431762724,73.75399702357699,262.61105544285385,0.0199591435205668,0.0958460284352223,5.109401945978843,0.6124497991967871,7.579787234042553,4.662309947960939,729.5157215157718,702.188113115405,0.1045447322885046,0.0645775175723447,0.3093966790488816,0.5846925375251706,0.019760376304381,-0.275295858476289,0.0896360662645522,15.705706282634454,5.784574468085106,1.3363733798383444,-2.9926659801782467,3.004550546588085,2.2949434851462147,0.5984042553191489,-0.0,90.62785897505124,0.114,0.168,2.119433452343116,0.4348747692059578,40.80299883341014,2.649963868773132,1,BBT,HOWARD
1_1003,-1,0,Q4_humor,196.8114094530545,110.6577126769209,461.91543879468094,0.0324568357003144,0.1198158123238995,6.451272112943275,0.5796737766624843,6.125,9.759479446024107,646.170466447722,830.4866735755808,0.1260692766952538,0.0788783085065573,0.3639669591956792,0.3851859613474104,0.1041315201750934,-0.0212190021517312,0.0123243481373033,22.221408640362966,5.25,2.145483910166343,15.015745491773034,13.016822322391114,0.0,0.25,-0.0,71.94178431133118,0.1127272727272727,0.1616666666666666,3.545229529175866,0.6643848890850472,49.969202709903165,7.968589195767558,1,BBT,HOWARD
1_1144,-1,-1,Q3_bite,178.12885948004327,59.32535218421105,324.0853344505039,0.0220490969626865,0.1142390079217713,5.764233230883637,0.5487106017191977,6.838888099145786,6.461715751503923,119.31414386283944,149.61403897482123,0.1092093892681221,0.0609333098832382,0.3463942081418005,0.5683405269933471,0.0202402610848595,-0.2219463188515466,0.0479289585993309,19.96234213369695,5.984027086752562,-0.8206727200338261,-11.517422107082671,3.822789690020791,0.0,0.284953670797741,-0.0,95.90795965889912,0.1928571428571428,0.38,3.5052870019915687,0.4938183833017369,38.638668701233335,3.193481828579209,1,BBT,SHELDON
1_1180,-1,-1,Q3_bite,152.29852102973703,49.44784748128657,376.6138123317539,0.0237026262685535,0.1179183144607691,6.732008828978832,0.5329512893982808,6.411457592949174,9.678821825941515,115.17632283610806,143.94861914287694,0.1315344844906898,0.0701703162944419,0.2871004017215037,0.4479179081578709,0.0523962517062245,-0.1608175064363672,0.1464815806583885,14.242683394270204,4.5592587327638565,-1.1094060672255956,-9.692265210995464,,,,,84.40128074690287,0.099047619047619,0.13,3.8364504992192265,0.6228918470052313,48.07984406982887,3.030797148904694,1,BBT,SHELDON
1_1296,-1,0,Q4_humor,194.4971751786884,79.65139333526429,432.23756969926296,0.0294873222607668,0.1614818909552797,4.224850026551396,0.5,7.147595606582588,6.9020556299320726,287.81922250059233,411.670553578084,0.1454698572420488,0.0774473191455818,0.5413228159680215,0.5122372512416865,0.0645335910551972,0.0290855647263349,0.0485530956380976,16.332955096283182,4.155578841036388,0.432246771341391,-4.198476942567487,,,,,95.47979086440624,0.0961538461538461,0.1688888888888888,3.7331646733247807,0.5784160103864662,37.685485411927694,5.359473720826589,1,BBT,HOWARD
1_1466,-1,0,Q4_humor,168.28512434365703,71.12250241206056,438.7695570556916,0.0286844982395921,0.1228689342711493,6.661391278677023,0.585427135678392,4.986657017504184,7.759830175293244,81.26761601599884,86.80107392034087,0.128008050488931,0.0661187110444967,0.1996961525764053,0.345808640769948,0.2107456009365871,-0.1461124881935426,0.0967459787319445,16.857941358591646,7.978651228006695,0.9347782995660112,-7.300618243125779,6.682358459619227,0.0,0.4986657017504184,-0.0,64.84186506686034,0.1733333333333333,0.38,2.7649106700052104,0.5037913234559338,46.776009802432206,2.1293364670845176,1,BBT,SHELDON
1_1478,-1,-1,Q3_bite,144.71281574058642,72.47082959839577,519.8709310412522,0.0185766851165045,0.1261571366896919,4.458218264648288,0.4658158614402917,6.0864675128848456,7.166473424819775,171.17905188075326,225.59982710529425,0.1414484328657095,0.0698556099782482,0.5287730138622299,0.4294112571591381,0.0852202266558424,0.0993617567030917,0.0797396903940329,10.581118957862866,3.542869149291179,1.2537611434543383,14.07323185578152,1.9864275407874483,2.663627463442829,0.6358995908984167,1.0,84.85556503993162,0.1370588235294117,0.1857142857142857,3.988497617832504,0.6378949476491418,42.89967125252179,3.2425091293673467,1,BBT,HOWARD
1_1549,-1,-1,Q3_bite,176.033783966969,81.61474680427875,245.96198543566044,0.0213919225598149,0.1336226275637971,4.192825337179585,0.5020080321285141,6.582446808510638,6.633171228877133,167.30957781883978,143.03915293305312,0.1323859201169646,0.0651394732891293,0.417173106305619,0.6011789825080697,0.1121403260040641,-0.1840058762024506,0.0766534187600738,15.3136328365566,3.9893617021276593,4.705784043200249,8.142256331334952,,,,,75.72384880077188,0.1461538461538461,0.1514285714285714,3.716880856301321,0.5417744793581838,35.955537085377046,3.827926346297109,1,BBT,HOWARD
1_1560,-1,-1,Q3_bite,170.89565272979831,52.43243462117636,434.57964468065313,0.0216674715429074,0.1453201300839993,6.666288049398071,0.6432160804020101,7.729318377131485,5.241056627443524,94.57183165271444,90.09904570631568,0.1255718810370198,0.0704886671525966,0.4237319874786761,0.357422323031425,0.1560216198535742,0.066309664447251,0.1425392337338714,19.91065171678744,9.22531548238274,-0.8786718779490609,-6.82607920528225,2.443745757545594,2.234839588995735,0.7479985526256276,-0.0,105.8871296420933,0.1475,0.37,3.2303680761028164,0.3850096750469562,36.48353076783509,3.090535787245081,1,BBT,SHELDON
1_1638,0,0,Q4_humor,156.2028847976566,49.30689280295076,240.36145065069115,0.0265008554488183,0.1556188676455155,3.8824660340745183,0.4824120603015075,6.731986973630649,14.70841426064312,115.53022617062936,120.12313822309554,0.1518238670509114,0.0727388224182806,0.2708681721150009,0.2996241962388539,0.0382390616079471,-0.028756024123853,0.145481523649649,16.17100167009535,5.235989868379393,2.7985599059719632,15.252553353559616,0.7931858853401081,0.0,0.4986657017504184,-0.0,62.03919725785051,0.0952941176470588,0.225,3.0415241228132976,0.3225458035177027,29.36722200241198,3.0353616639210963,1,BBT,LEONARD
1_1732,-1,-1,Q3_bite,255.8119523459752,107.11905171669012,438.0578779933761,0.0211254724397547,0.1263068454367462,7.781573837266063,0.6688963210702341,6.31647983837531,7.288443067953948,44.55755173343295,97.1130839727046,0.1045744940594768,0.0631570577573995,0.3299376285649743,0.3380156928000674,0.0392703797920412,-0.0080780642350931,0.0842731928666509,30.65893037842074,4.321801994677844,-0.3222522881927953,-0.371330924128781,1.1612823456646282,1.0172273198509445,0.9973389218487332,0.7219280948873623,74.86669643191371,0.0977777777777778,0.1199999999999999,3.9155098241549946,0.5127248386281235,50.55685788881781,6.00760985219828,1,BBT,PERSON
1_1772,-1,-1,Q3_bite,223.5389303269529,67.67548586869094,285.72151266725444,0.0190252486494906,0.109298716037861,6.74807964366188,0.5783132530120482,6.582446808510638,7.788876795941386,95.82607547561912,132.38773133718482,0.0990957649715349,0.0653381631143785,0.3493654528815109,0.381346900811289,0.2456686509952773,-0.031981447929778,0.0611410644819591,22.553445320941773,3.590425531914893,0.9490838654045652,8.61200040675294,1.890654245351273,0.0,0.3989361702127659,-0.0,74.10611965943518,0.1622222222222222,0.275,3.0019863121192785,0.4730113007562925,45.82916630265716,4.021746125256863,1,BBT,HOWARD
1_1798,0,0,Q4_humor,182.33575954169407,35.75895690562791,160.2638821356802,0.0199155655304171,0.1071758614437786,6.894803149971356,0.5678391959798995,6.48265412275544,7.799558576610812,69.9698939528447,60.15590317165434,0.1072637765850818,0.0562497619144203,0.5249471426117208,0.5359392476948558,0.0121027774825391,-0.0109921050831349,0.1067043655199465,14.27337585877999,4.487991315753765,-2.5630864786443124,-2.3248985788963505,1.4702111581050468,1.034668003349322,1.246664254376046,-0.0,81.14723677881571,0.072,0.07,4.509570323909938,0.3333333333333333,34.926408147144336,1.78439756282483,1,BBT,RAJ
1_1803,0,0,Q4_humor,180.0622978281496,113.10077691921816,472.0810423840613,0.0284559706948505,0.1604324826047852,4.578716880621775,0.5083612040133779,5.319140916526577,10.058935507145549,211.8301934620171,206.1612619118069,0.1496581684302717,0.0680099467811716,0.2965477749049504,0.3641189207635724,0.077100699306514,-0.0675711458586219,0.0558843814812175,15.057602634661732,5.817810377450943,-2.3502784580814584,-24.51512466854848,,,,,90.9430823918629,0.1875,0.25,3.053316105305284,0.9585027841673536,44.498567127422845,4.24057528780025,1,BBT,LEONARD
1_1931,-1,0,Q4_humor,182.6230088804104,113.529518924125,520.4293406396805,0.0266208300213714,0.1089564161207383,2.7676117974175445,0.3493975903614458,5.984042553191489,7.191565933530238,192.79929420792453,233.96009099674765,0.1269059778185441,0.0684426502129763,0.1933253699344797,0.4521553375769971,0.0844484294849363,-0.2588299676425173,0.1204956217689531,9.681253797035962,3.3909574468085104,4.463292090343971,12.357061955731725,3.885877864602817,3.105936288585593,0.7978723404255319,0.9182958340544896,64.24504788141151,0.2636363636363636,0.3114285714285714,2.695755365326516,0.6440432540415347,47.59514923403306,4.29570870733619,1,BBT,LEONARD
