id,f0_mean,f0_std,f0_range,jitter_local,shimmer_local,hnr_mean,voiced_ratio,jitter_local_stable,shimmer_local_stable,speaking_rate_proxy,energy_std,dissonance_mean,dissonance_std,inharmonicity_mean,inharmonicity_std,major_fit,minor_fit,wholetone_fit,majorness,tonal_clarity,major_fit_stable,minor_fit_stable,wholetone_fit_stable,majorness_stable,tonal_clarity_stable,stable_pitch_fraction,melodic_path_length,direction_change_rate,contour_slope,final_initial_diff,mean_interval_size,interval_std,num_notes_per_sec,direction_entropy,npvi_voiced,rpvi_pause,rpvi_pause_filtered,stress_contrast,ioi_cv,ioi_npvi,pitch_stress_contrast,f1_mean,f1_std,f2_mean,f2_std,f3_mean,f3_std,formant_dispersion,cpp_mean,cpp_std,h1h2_mean,h1h2_std,sarcasm,show
1_60,166.3719704804169,93.60443119630744,483.45355651443083,0.01696655112867241,0.13513942708296353,2.4823829171250518,0.2663316582914573,0.009399845005714101,0.12964408109813505,5.485322719254603,9.892741571447736,301.4291652769151,298.0995659021149,0.13763905837552792,0.05657900415946294,0.40820355861291996,0.4172941662739169,0.10976425998969035,-0.009090607660996952,0.0867726819280289,0.5665142316924361,0.6672508852709548,0.22941573387056174,-0.10073665357851869,0.3637210676277459,0.7839195979899497,4.26609201671137,1.4959971052512553,-3.142715026074602,-14.824073798218699,,,,,74.23663482487011,0.312,0.364,4.298544493024533,1.4458943526723829,31.064880921446186,6.328116030941823,846.1148262203221,293.38772329858324,1733.960509326012,405.50990908301935,2862.288129847589,306.2218327922358,1008.0866518136336,0.12482911399054439,0.036887646052827516,-10.202722401412869,11.018998672992248,1,BBT
1_70,219.369202066898,64.94367773694363,424.2205099487169,0.022669591326576734,0.08056538846842301,8.084333165326886,0.6296296296296297,,,6.981319824505857,10.511105941944782,126.76582986632329,136.98875580470062,0.1084281997356037,0.06793291398458635,0.36167940344114097,0.31439849635919437,0.098029217060675,0.0472809070819466,0.15357017649178628,0.32952719446865836,0.4528392766873073,0.16903085094570333,-0.12331208221864892,0.3175830028406472,0.42953020134228187,13.368339458720031,5.98398842100502,-1.9932412338394225,13.311284706985074,11.324344568071616,0.0,0.6648876023338912,-0.0,109.12939695814387,0.15000000000000002,0.16,3.0176165540644275,0.47942771804693285,34.817125588451766,3.545694790988624,716.8397144382103,173.88554280925044,1669.2004437477665,313.1365786145191,2893.649550133386,201.156026080714,1088.4049178475882,0.21614845472701472,0.10449562892255969,-6.546541655428883,10.857205630388604,1,BBT
1_80,175.2013243525398,24.424304683843904,103.76891050093252,0.017227158830446822,0.10999443285485717,4.3606639052563905,0.5125628140703518,0.006647532825604889,0.11540569665020724,7.230652675381067,5.526051199541505,685.7066148040724,946.9211832496994,0.11465155863009562,0.060198982859111023,0.434214485672617,0.529366819453866,0.009919482994148405,-0.09515233378124899,0.179591708528271,0.3518665829411064,0.4733669647808758,0.15339299776947404,-0.12150038183976941,0.3246435707904477,0.5829145728643216,12.899325290866601,4.986657017504184,-1.6872936023375178,-4.550595991636797,0.8539923366059649,0.9768155902603117,0.9973314035008368,0.9182958340544896,114.41509108175774,0.156,0.6399999999999999,2.732344729059961,0.40083264460538925,37.55168489941992,1.572495596589217,733.979838217888,327.9636068177905,1795.292991373701,429.4779863071654,2899.469941062375,340.05031934927206,1082.7450514222435,0.16175096162460814,0.09226760964031093,-3.736564191188072,6.990479941970121,0,BBT
1_90,192.16182214331738,44.17512084728939,343.8347445718556,0.0225351060472334,0.12261867178209356,5.16094391284802,0.6101468624833111,0.012869150957946931,0.12143746718631497,6.9912912713415185,6.503726861378035,799.1616263527613,1076.0456961026987,0.11188294679721138,0.059096884627947245,0.3298729203415824,0.42470651957423283,0.11855689178064392,-0.09483359923265045,0.07060132715151646,0.2916931216339292,0.4012739290070781,0.10730997473258168,-0.1095808073731489,0.2228934845231313,0.4432576769025367,20.23981087344151,6.39203773379796,-0.05436171208434044,-10.623755244326723,2.453008383120608,3.987726590047299,0.9321721695122025,0.9957274520849255,79.96101458588568,0.10444444444444442,0.15473684210526314,2.553990365586889,0.4285810151245435,40.915196810734045,3.1419209769436303,854.9060893859701,430.3553189104616,1946.9368588060502,499.64916223952844,2999.4402252532327,435.50048388582854,1072.2670679336313,0.1650408284268223,0.0783277043924993,-2.6871716717139824,12.578191957278795,0,BBT
1_105,186.468271051575,70.0015030668354,468.4612843071601,0.023810492833474813,0.12568952678135065,4.06560945004625,0.5819397993311036,,,7.313818760224043,5.426359239482951,885.56369474916,845.4946155796393,0.12249704847429282,0.06257099432753588,0.24499630224427815,0.3368120047856951,0.12940173534066754,-0.09181570254141697,0.04251678738296949,0.5626437367044562,0.6663282324653306,0.14907119849998607,-0.10368449576087435,0.1274701461316694,0.4916387959866221,16.84128622185095,5.485364070168032,-1.4350387255776587,-5.9840016615060385,1.8347089634602085,0.0,0.3324463072829111,-0.0,107.62055133449044,0.11904761904761907,0.13,2.451774441482675,0.3150021322209951,34.11535450605407,3.6755321092252533,863.570422789751,321.8072187862497,1806.8584141094,449.39118668770874,2867.159834290825,405.19478191085653,1001.7947057505369,0.16427016944346376,0.09850309732773924,-4.228717603935822,7.559394294045377,1,BBT
1_162,114.73436671510822,36.019511249188284,168.9715120040209,0.015872813779436674,0.07628289130195953,7.388250694284658,0.5819397993311036,0.00466403894603279,0.04933304852794091,5.817810377450943,10.3196929815763,990.2393975220836,1414.9109828960134,0.13815100599183464,0.05844703439798387,0.3681716342724877,0.40420237172580703,0.278580404233955,-0.036030737453319306,0.19587028727405553,0.3314868019893579,0.4209708296161528,0.37256111239950307,-0.08948402762679486,0.36839656045507796,0.6053511705685619,11.251733788758273,6.150256684733854,-1.7554935427635963,-5.020258421570544,1.349202904942457,2.6702713135752085,1.4960083827730997,0.954434002924965,77.50146052849077,0.12615384615384617,0.19666666666666668,2.239854620450711,0.8188100185075396,48.461184521379444,1.9830232099242693,748.845662123459,337.511799498409,1751.73714479129,421.13041075515775,2904.10805186496,349.1879878695883,1077.6311948707503,0.13007248426042634,0.0429432003128127,-5.090240375722252,10.907997610236546,0,BBT
1_175,163.00082610305378,38.43250826647005,247.3894148802446,0.021853537190833404,0.10316760418783162,4.6657308946730085,0.5329512893982808,0.03867747326146171,0.15470328770177827,7.266318605342397,5.7483498304243765,733.961149553702,688.1619693475445,0.12303676299686041,0.06684816794402212,0.2432873839197041,0.322456008120617,0.18604852406198258,-0.07916862420091289,0.06981734158791131,0.3940454262400717,0.49772680301440353,0.03968378950662725,-0.10368137677433181,0.34956009354206163,0.5214899713467048,14.919254020572692,5.271642909758209,-0.6244606860431344,-14.896333658481801,4.104037892659228,4.504711616077299,0.7123841769943526,0.8112781244591328,96.1793616728573,0.2423529411764706,0.31200000000000006,2.3833754586862597,0.39973940409657094,46.49356344543766,2.797833587992762,726.7341652939887,292.4057822839012,1666.8279907515232,451.8804620434042,2819.9610902603013,377.5654019455318,1046.6134624831561,0.16009794337583524,0.07948614755893577,-9.264275462392442,8.000646222759544,1,BBT
1_182,209.3687795483373,98.2505199597375,377.33177586530326,0.0355480409713459,0.14082369961173727,5.151102261185963,0.6305220883534136,0.02950754015148964,0.11310099771907216,5.784574468085106,10.025217574472428,626.3030803506961,635.787729113236,0.14258103083870913,0.07038763863018836,0.3671699205461081,0.31074011567399185,0.15984023960069874,0.05642980487211624,0.07273438273429067,0.4959705823913233,0.2953292742523127,0.10976425998969036,0.2006413081390106,0.23067726099681174,0.4578313253012048,22.660431849857275,5.984042553191489,-0.39323897252263124,-21.144331255684946,6.312385176490794,8.516621149474052,0.9973404255319148,1.0,60.6158296601845,0.04083333333333333,0.023333333333333334,2.436071402955228,0.8327957261924431,41.9517778895578,4.109426390071049,695.1730822958203,290.64880785479363,1676.2212560904263,335.63913803545273,2852.558473986792,367.68655265951,1078.6926958454856,0.1366310758549992,0.06346025705687719,-2.0534174663404734,10.449767383225732,1,BBT
1_213,180.7366622884798,81.31524879296444,502.07156801299215,0.02637834024500265,0.12295741050177712,5.929527887384822,0.6536536536536537,0.014196864915121664,0.1922554791815877,6.4965234024422305,8.459330894823777,849.6016600907034,1204.6234586402315,0.13362705025044874,0.0916695659837582,0.380300424449182,0.36770288061250384,0.17767909457407186,0.01259754383667816,0.015246504250660653,0.25119095939851666,0.43518011882444557,0.3994750835187242,-0.18398915942592892,0.05944644384424769,0.42842842842842843,19.503684582167956,7.795828082930677,-0.16697000302921614,6.162753114081847,2.9533996736295016,3.8561378263321426,0.8495453680116763,0.954434002924965,84.97975529984879,0.08216216216216217,0.10076923076923079,3.8486014019807495,0.5259068697524029,40.07671334060549,4.3297474617165435,808.6312938903334,460.98381826399446,1957.7640584061921,493.3631936545654,2981.6824100463355,431.5946565146439,1086.525558078001,0.1341439057004144,0.06091507496763277,-1.4123739745848278,12.038817582890912,1,BBT
1_276,147.97208568680028,61.482854426932434,493.9464668317126,0.020341029956859456,0.11480833880679954,8.396532661336366,0.7528230865746549,0.0049286591657576595,0.06791876193998295,6.875,6.939667762235753,320.24569444866194,316.67615745007737,0.12979702660724807,0.06297533438323795,0.2801461713162113,0.252084031566296,0.05268519444131494,0.028062139749915282,0.18229965046704932,0.27649381047989097,0.22938959021029764,0.10657793252105599,0.04710422026959332,0.34038535163833616,0.41102756892230574,15.202183088683835,8.5,-0.03353884948252662,-5.455585428321189,1.2245407533929293,1.405577765949164,2.125,0.8960382325345574,105.67175990913597,0.093,0.09142857142857141,2.7966467508254604,0.5023187605020545,39.20549636763192,1.554832597209722,640.3287847009898,244.7202322380556,1687.4749002461442,357.976627789284,2795.6653520929463,333.8423144473159,1077.668283695978,0.16426622024323884,0.06918327171722034,-2.4937680874874855,6.701898541908079,1,BBT
1_340,204.13569198755314,85.07815635596336,461.3273265793412,0.02458646731816372,0.10295389773376024,3.7632781036127403,0.4682274247491639,0.0037313947966313922,0.033570686302890534,6.648926145658221,8.879095831381928,827.8713156650673,862.6680429546161,0.11765799639247349,0.061111850323630854,0.4859888292930167,0.3650276214219554,0.29114981009873564,0.1209612078710613,0.027745987160764485,0.4753427265182748,0.4136619876660942,0.06311944030978034,0.06168073885218062,0.4091770251645215,0.5618729096989966,17.156732449369365,3.823132533753477,0.43708418275189803,17.81851546706078,,,,,98.56379045487209,0.26615384615384613,0.545,1.887608067449088,1.0483813309607413,43.0274207826558,5.956109095133984,819.4729755401283,283.28214915467584,1731.305618358106,370.9271588976359,2847.0403301176198,318.9752035692386,1013.7836772887458,0.16022244967943206,0.08675516013402572,-0.4333368876707702,10.23488532750467,1,BBT
