id,audio_arousal_wav2vec,audio_dominance_wav2vec,audio_valence_wav2vec,sarcasm,show,valence,arousal,dominance,audio_arousal_z,audio_valence_z,audio_dominance_z,text_arousal_z,text_valence_z,text_dominance_z,gap_arousal,gap_valence,gap_dominance,gap_total
1_10004,0.6852249503135681,0.7182071208953857,0.6109321713447571,0,BBT,0.4542,0.6662,0.5298,-0.3313112541215761,-0.22294930748050842,-0.07656682049253237,2.1481468394769445,-1.2196452286664152,0.15267802066919875,2.4794580935985207,0.9966959211859068,0.2292448411617311,2.6821014884636827
1_10009,0.7980786561965942,0.7619010210037231,0.6469391584396362,0,BBT,0.576,0.426,0.5026666666666667,0.6187593545536103,-0.007064082956111086,0.3747592316591895,-0.14867004897537933,-0.3304683459311406,-0.11162676171919864,0.7674294035289897,0.3234042629750295,0.48638599337838817,0.9644218689276827
1_1001,0.6958044171333313,0.7169269323348999,0.5740237236022949,0,BBT,0.4806666666666667,0.3959999999999999,0.3823333333333333,-0.24224691722395086,-0.44423937284289533,-0.08979023262972498,-0.4355331074831641,-1.026430547524705,-1.2837892487242537,0.19328619025921323,0.5821911746818098,1.1939990160945286,1.3423634998229834
1_1003,0.6365009546279907,0.6851696968078613,0.8314887881278992,1,BBT,0.6663636363636364,0.4040909090909091,0.5506363636363637,-0.7414992570398404,1.0994305575469046,-0.4178192641909478,-0.3581670098856092,0.3292135628902236,0.3556442574016782,0.38333224715423125,0.770216994656681,0.773463521592626,1.156902610335351
1_10190,0.7046446800231934,0.7144573330879211,0.5443997383117676,0,BBT,0.6596,0.4389,0.6258999999999999,-0.1678242487001062,-0.6218543645916074,-0.11529938781551048,-0.02531893381703201,0.2798369693124471,1.0887845165239263,0.1425053148830742,0.9016913339040544,1.2040839043394367,1.5110172318993913
1_10462,0.6560344099998474,0.6915920972824097,0.8606440424919128,1,BBT,0.64575,0.413625,0.5191250000000001,-0.5770548403548875,1.2742352035967308,-0.35148056143545364,-0.2670010606098399,0.1787277753396763,0.048693246025606415,0.3100537797450476,1.0955074282570545,0.40017380746106007,1.2068176945497846
1_10495,0.649692952632904,0.675607442855835,0.6242121458053589,1,BBT,0.826,0.445,0.7090000000000001,-0.630441055839423,-0.14332725355661832,-0.516590358442998,0.03300988807955068,1.4946073575484875,1.8982584999321275,0.6634509439189736,1.6379346111051059,2.4148488583751258,2.9924057134751396
1_10496,0.8664182424545288,0.8351384401321411,0.7444269061088562,1,BBT,0.7547333333333334,0.4211333333333334,0.5817333333333334,1.1940832378471211,0.577438148193923,1.1312482418655072,-0.19520561179997453,0.9743391103432287,0.6585586729555911,1.3892888496470956,0.3969009621493057,0.4726895689099161,1.520226729821916
1_105,0.8667229413986206,0.8471720814704895,0.6212023496627808,1,BBT,0.5892857142857143,0.3215714285714285,0.3888571428571428,1.1966483774587173,-0.16137293214397094,1.255546961475804,-1.1472266954953327,-0.23347860854622282,-1.2202410648225157,2.34387507295405,0.07210567640225188,2.4757880262983196,3.4100551223326154
1_10748,0.7815707921981812,0.7673560976982117,0.5989673733711243,1,BBT,0.575,0.4751999999999999,0.537,0.4797861921378741,-0.29468602597129623,0.4311061867857378,0.3217853669773855,-0.33776864874505913,0.22281295063958412,0.15800082516048858,0.0430826227737629,0.2082932361461537,0.2649649889338193
