id,mel1_mean,mel1_std,mel2_mean,mel2_std,mel3_mean,mel3_std,mel4_mean,mel4_std,mel5_mean,mel5_std,mel6_mean,mel6_std,mel7_mean,mel7_std,mel8_mean,mel8_std,mel9_mean,mel9_std,mel10_mean,mel10_std,mel11_mean,mel11_std,mel12_mean,mel12_std,mel13_mean,mel13_std,mel14_mean,mel14_std,mel15_mean,mel15_std,mel16_mean,mel16_std,mel17_mean,mel17_std,mel18_mean,mel18_std,mel19_mean,mel19_std,mel20_mean,mel20_std,mel21_mean,mel21_std,mel22_mean,mel22_std,mel23_mean,mel23_std,mel24_mean,mel24_std,mel25_mean,mel25_std,mel26_mean,mel26_std,mel27_mean,mel27_std,mel28_mean,mel28_std,mel29_mean,mel29_std,mel30_mean,mel30_std,mel31_mean,mel31_std,mel32_mean,mel32_std,mel33_mean,mel33_std,mel34_mean,mel34_std,mel35_mean,mel35_std,mel36_mean,mel36_std,mel37_mean,mel37_std,mel38_mean,mel38_std,mel39_mean,mel39_std,mel40_mean,mel40_std
1_10004,-18.585805892944336,14.071172714233398,-10.108461380004883,15.3754301071167,-6.584278583526611,17.825639724731445,-8.417424201965332,18.568323135375977,-10.493439674377441,18.493553161621094,-10.388914108276367,19.186647415161133,-14.367554664611816,20.013473510742188,-13.929215431213379,20.156063079833984,-12.21030044555664,20.581167221069336,-15.303495407104492,20.09792137145996,-14.813270568847656,20.452455520629883,-14.129303932189941,19.586009979248047,-14.18529987335205,19.46376609802246,-11.430754661560059,20.037029266357422,-12.30821418762207,20.138917922973633,-13.36357593536377,20.26820945739746,-15.046849250793457,19.195363998413086,-15.736496925354004,18.792701721191406,-20.707294464111328,19.8284969329834,-17.76582908630371,18.268320083618164,-16.849199295043945,17.083003997802734,-18.841636657714844,15.860092163085938,-22.199769973754883,15.758374214172363,-19.21067237854004,15.124773979187012,-17.261276245117188,15.208263397216797,-16.725643157958984,14.926382064819336,-18.215770721435547,14.813950538635254,-19.22940444946289,13.816354751586914,-18.479032516479492,13.895496368408203,-18.0299072265625,14.001689910888672,-19.406272888183594,13.547828674316406,-21.15667152404785,13.176994323730469,-23.11902618408203,13.180177688598633,-24.648483276367188,12.64036750793457,-23.895784378051758,12.00576400756836,-26.3349666595459,11.3450288772583,-28.771635055541992,11.266914367675781,-28.95543670654297,10.638224601745605,-30.73678970336914,10.49158763885498,-33.115535736083984,10.276979446411133
1_10009,-24.119184494018555,5.064548015594482,-11.1845703125,7.084103107452393,-7.444433689117432,6.318273544311523,-6.168841361999512,6.135794639587402,-7.810222625732422,6.490801811218262,-7.570540904998779,7.307756423950195,-6.989336013793945,7.6263885498046875,-2.4602773189544678,8.349652290344238,-1.9785172939300537,9.449841499328613,-2.2478115558624268,7.836963653564453,-3.042328357696533,8.145648002624512,-3.659522771835327,8.625276565551758,-5.00224494934082,8.655675888061523,-4.494150638580322,8.897153854370117,-4.67699670791626,8.55378246307373,-6.52911376953125,8.96898365020752,-5.904024124145508,8.518918991088867,-5.586142063140869,7.79733419418335,-7.7534050941467285,7.899621963500977,-6.742389678955078,8.742803573608398,-7.523407459259033,8.572139739990234,-10.99156379699707,7.8059539794921875,-14.697694778442383,7.52831506729126,-14.479528427124023,7.387031555175781,-12.705239295959473,7.609670162200928,-12.301271438598633,8.053411483764648,-12.166827201843262,7.469742298126221,-13.637701034545898,7.2291765213012695,-15.707984924316406,7.747491836547852,-17.62884521484375,7.920912265777588,-19.192310333251953,7.671171188354492,-19.684425354003906,7.808414459228516,-20.57402801513672,8.374784469604492,-21.94373321533203,9.01823616027832,-22.639192581176758,8.47431755065918,-24.61644172668457,9.025338172912598,-28.379426956176758,8.674659729003906,-32.82917404174805,6.925564289093018,-33.63237380981445,7.19575834274292,-33.75035095214844,8.044927597045898
1_1001,-1.3247936964035034,7.829507350921631,7.631422996520996,11.047643661499023,8.238554000854492,12.429515838623047,9.821690559387207,14.737866401672363,10.465166091918945,15.819305419921875,8.870915412902832,15.089958190917969,8.112564086914062,15.138152122497559,7.534982204437256,15.172555923461914,2.420682907104492,14.62810230255127,-1.4273605346679688,14.66284465789795,-1.8048362731933594,13.240222930908203,0.06612930446863174,14.206977844238281,-1.4985077381134033,14.42867660522461,-4.489499568939209,15.064552307128906,-4.880821704864502,15.815828323364258,-4.659162998199463,15.648566246032715,-1.1148221492767334,14.977640151977539,-1.0362211465835571,14.67961597442627,-2.5871505737304688,13.465576171875,-1.731903076171875,13.419225692749023,-2.014416456222534,13.396032333374023,-4.363216400146484,12.588262557983398,-8.610638618469238,13.015299797058105,-5.583900451660156,12.171934127807617,-3.426701068878174,11.764158248901367,-2.6648223400115967,12.357972145080566,-5.150791645050049,11.361896514892578,-6.9665632247924805,10.368072509765625,-6.317966461181641,10.033573150634766,-4.1241774559021,10.148755073547363,-5.6792311668396,10.348336219787598,-12.18031120300293,10.679658889770508,-11.146271705627441,10.053858757019043,-10.1726655960083,10.128934860229492,-9.83011531829834,9.260727882385254,-10.464237213134766,9.841772079467773,-12.508556365966797,9.869064331054688,-14.072272300720215,10.180054664611816,-15.565073013305664,10.10110092163086,-17.88287353515625,9.86624813079834
1_1003,2.5879299640655518,9.789291381835938,9.351481437683105,11.450471878051758,9.419782638549805,11.339881896972656,10.641565322875977,11.84384822845459,11.864204406738281,12.825688362121582,12.566754341125488,12.548931121826172,10.569424629211426,12.597869873046875,7.2952985763549805,12.745503425598145,3.5846107006073,12.049947738647461,-1.3841283321380615,11.353636741638184,0.04188092052936554,11.212898254394531,0.11759886890649796,11.086995124816895,-1.6055104732513428,11.304916381835938,-6.532478332519531,11.901944160461426,-7.421269416809082,12.242645263671875,-8.350105285644531,11.54040813446045,-3.5217466354370117,10.923813819885254,-2.3768231868743896,10.619758605957031,-1.8864190578460693,10.764754295349121,-2.099022626876831,10.847172737121582,-3.6268062591552734,10.303812980651855,-6.629156112670898,10.102863311767578,-11.284965515136719,10.402717590332031,-7.874351978302002,9.60188102722168,-6.837580680847168,9.648595809936523,-7.166113376617432,9.527530670166016,-6.969396591186523,9.688807487487793,-7.553987503051758,9.340808868408203,-8.428550720214844,9.057710647583008,-8.449618339538574,9.957627296447754,-9.84672737121582,9.800566673278809,-14.735218048095703,9.546629905700684,-14.070265769958496,8.957625389099121,-12.786547660827637,8.722204208374023,-14.002330780029297,8.705653190612793,-16.706193923950195,9.330632209777832,-18.080188751220703,8.817290306091309,-18.63947105407715,8.244349479675293,-19.917619705200195,8.255424499511719,-22.494754791259766,8.30385684967041
1_10190,-33.141361236572266,11.139508247375488,-12.683638572692871,14.721061706542969,-7.8049845695495605,15.324932098388672,-12.317913055419922,14.859395980834961,-11.033904075622559,16.394418716430664,-11.13656234741211,17.290695190429688,-16.021188735961914,16.530227661132812,-17.002840042114258,16.524749755859375,-18.924341201782227,15.95493221282959,-19.917591094970703,16.494060516357422,-20.401926040649414,16.171890258789062,-20.8253116607666,15.157718658447266,-21.394193649291992,15.467750549316406,-20.46771240234375,15.210474967956543,-19.49143409729004,16.1387939453125,-18.472795486450195,16.58492088317871,-18.52045249938965,15.849370002746582,-19.35875701904297,15.256023406982422,-19.779983520507812,14.69970703125,-20.315410614013672,14.176981925964355,-20.26925277709961,13.794403076171875,-21.8162784576416,13.594762802124023,-27.088300704956055,13.28641128540039,-21.479917526245117,14.390729904174805,-19.751850128173828,14.751144409179688,-19.416189193725586,14.40679931640625,-21.354650497436523,13.615982055664062,-23.734325408935547,12.328492164611816,-22.818946838378906,12.818798065185547,-20.558061599731445,13.068686485290527,-21.002912521362305,13.241863250732422,-25.034189224243164,12.391790390014648,-29.505762100219727,10.984747886657715,-30.25183868408203,11.118549346923828,-29.7137508392334,11.302812576293945,-31.31108283996582,11.552413940429688,-32.1041259765625,11.504508972167969,-33.65401077270508,10.617432594299316,-35.38523864746094,10.554801940917969,-37.52384948730469,10.477448463439941
1_10462,-14.899794578552246,7.111691474914551,-5.0744242668151855,8.469732284545898,-3.307089328765869,8.703607559204102,-6.617969036102295,8.34146499633789,-7.348349094390869,8.676602363586426,-6.342344760894775,9.599925994873047,-11.093708038330078,9.733378410339355,-8.326360702514648,12.096171379089355,-7.906466007232666,12.709328651428223,-11.237698554992676,12.475915908813477,-14.147496223449707,12.624051094055176,-15.799718856811523,12.101696968078613,-18.08047103881836,11.74069595336914,-17.024097442626953,11.345664978027344,-14.905940055847168,11.707844734191895,-13.927069664001465,11.732254028320312,-14.01636028289795,11.821415901184082,-14.101968765258789,12.088785171508789,-14.573616981506348,12.377824783325195,-15.79678726196289,12.150561332702637,-17.41866683959961,11.15369701385498,-18.566659927368164,10.617207527160645,-22.61771011352539,9.900444030761719,-21.366161346435547,9.670905113220215,-20.43634033203125,9.528387069702148,-18.502426147460938,10.004988670349121,-18.546642303466797,9.39955997467041,-18.913471221923828,9.74742603302002,-19.129220962524414,9.591395378112793,-18.82728385925293,9.375100135803223,-20.544174194335938,9.214764595031738,-22.282791137695312,9.309502601623535,-24.32052230834961,9.98139762878418,-26.183246612548828,10.371625900268555,-25.82737922668457,10.360093116760254,-28.73892593383789,10.166720390319824,-32.56877517700195,9.021150588989258,-32.107643127441406,8.085585594177246,-32.18157958984375,7.848448753356934,-34.782657623291016,7.807050704956055
1_10495,-35.13951110839844,12.729986190795898,-20.079572677612305,17.536245346069336,-15.544220924377441,18.654830932617188,-18.09205436706543,18.795124053955078,-18.562740325927734,20.70064353942871,-18.76901626586914,22.24193572998047,-20.296283721923828,23.629655838012695,-19.661705017089844,23.602094650268555,-19.952190399169922,22.936372756958008,-19.359983444213867,23.65789222717285,-19.885974884033203,23.433406829833984,-19.80374526977539,23.577880859375,-21.618005752563477,23.81708335876465,-20.41087532043457,23.780048370361328,-21.4384765625,23.284597396850586,-22.56435775756836,20.897104263305664,-22.047359466552734,20.889875411987305,-21.90990447998047,21.390121459960938,-21.97997283935547,20.649011611938477,-23.948535919189453,20.34786605834961,-24.463932037353516,19.10865592956543,-25.714933395385742,17.781986236572266,-29.844371795654297,17.217147827148438,-27.592458724975586,16.67778778076172,-26.71630096435547,18.01111602783203,-25.9958438873291,19.347013473510742,-26.18125343322754,19.317554473876953,-26.349002838134766,18.035337448120117,-27.853967666625977,17.45437240600586,-28.403963088989258,16.94216537475586,-28.20635414123535,16.081266403198242,-29.63239860534668,15.408058166503906,-31.311634063720703,14.968971252441406,-32.8831672668457,13.060052871704102,-33.32754135131836,11.908025741577148,-36.677181243896484,12.007014274597168,-39.404388427734375,12.881381034851074,-39.77001190185547,12.760966300964355,-40.35847091674805,11.955655097961426,-41.1255989074707,11.392034530639648
1_10496,-28.81410789489746,9.120078086853027,-11.038065910339355,10.909725189208984,-6.63018798828125,10.802436828613281,-9.727984428405762,11.004020690917969,-5.868258476257324,13.537458419799805,-5.75568151473999,13.480727195739746,-9.249828338623047,13.89166259765625,-8.271117210388184,14.82198429107666,-8.640299797058105,15.845331192016602,-9.217669486999512,16.045278549194336,-9.956971168518066,16.25813865661621,-10.949930191040039,16.60247230529785,-11.536117553710938,16.426877975463867,-10.177260398864746,16.1992130279541,-10.263602256774902,15.846898078918457,-11.113164901733398,15.24074649810791,-11.309308052062988,15.315598487854004,-10.351850509643555,15.845852851867676,-10.45200252532959,15.172455787658691,-11.74993896484375,14.91238021850586,-12.57385540008545,14.206138610839844,-14.366495132446289,13.383641242980957,-19.045917510986328,12.732603073120117,-15.400674819946289,12.755998611450195,-12.874955177307129,13.565539360046387,-12.589487075805664,13.79663372039795,-14.075695037841797,12.766722679138184,-14.960281372070312,12.198259353637695,-14.64022445678711,12.576959609985352,-14.439834594726562,12.976852416992188,-16.7001895904541,11.457475662231445,-21.427915573120117,9.839864730834961,-25.601119995117188,10.062142372131348,-27.644010543823242,10.4596586227417,-27.23501205444336,10.57170581817627,-28.080242156982422,10.203904151916504,-29.662263870239258,10.3131742477417,-30.619781494140625,9.88417911529541,-32.5561637878418,9.038548469543457,-34.4344367980957,8.453242301940918
1_105,-3.01084303855896,5.645921230316162,9.803589820861816,7.995279312133789,10.446504592895508,7.41243314743042,11.402013778686523,8.681815147399902,13.209739685058594,8.054232597351074,15.705609321594238,8.5972900390625,16.518600463867188,8.468339920043945,11.895610809326172,9.247573852539062,7.577016830444336,8.937238693237305,6.655454635620117,9.547919273376465,9.722087860107422,9.890542984008789,11.861347198486328,9.631685256958008,8.836714744567871,9.838240623474121,6.193472862243652,9.523422241210938,8.587923049926758,9.484928131103516,9.455207824707031,8.91505241394043,8.407683372497559,8.826374053955078,8.313173294067383,8.321867942810059,9.374114036560059,8.426682472229004,8.616582870483398,8.305731773376465,5.565359115600586,7.927901268005371,3.888901948928833,7.596803665161133,0.8298215270042419,7.257442474365234,4.758820533752441,7.0510334968566895,6.359346866607666,7.116979122161865,5.541428089141846,6.73396110534668,2.5036823749542236,6.37735652923584,1.787438988685608,6.210037708282471,2.8265373706817627,6.154989719390869,2.6973204612731934,6.1434783935546875,0.1537959724664688,6.274146556854248,-2.767958402633667,7.175056457519531,-3.5534629821777344,7.868516445159912,-4.063823223114014,8.673746109008789,-4.921062469482422,8.909736633300781,-6.174587726593018,8.888530731201172,-7.643930912017822,8.997819900512695,-9.27577018737793,9.293962478637695,-11.094022750854492,9.324386596679688,-12.703851699829102,9.666824340820312
1_10748,-22.028079986572266,5.447642803192139,-6.158548355102539,9.34015941619873,-5.598325252532959,9.411870002746582,-9.063393592834473,8.102205276489258,-7.189906597137451,8.691871643066406,-5.779825210571289,9.692941665649414,-6.353535175323486,9.213555335998535,-5.313744068145752,10.421647071838379,-5.806944370269775,11.171956062316895,-7.914602279663086,11.679008483886719,-9.221988677978516,11.863142967224121,-10.134716033935547,12.357356071472168,-10.524280548095703,12.70143985748291,-10.066826820373535,12.157381057739258,-10.095600128173828,12.447944641113281,-10.027099609375,12.103960990905762,-10.28524398803711,11.828944206237793,-10.673872947692871,11.898187637329102,-9.776307106018066,11.799819946289062,-9.87669563293457,11.358952522277832,-11.021822929382324,10.588214874267578,-13.621869087219238,9.97349739074707,-18.8154239654541,9.78003215789795,-16.731027603149414,8.885576248168945,-15.627249717712402,9.011815071105957,-15.459512710571289,9.57032585144043,-16.06403350830078,9.644301414489746,-17.334280014038086,9.710380554199219,-18.893890380859375,9.316003799438477,-19.4333553314209,9.046489715576172,-19.18004608154297,8.746166229248047,-21.151138305664062,7.809072017669678,-23.14611053466797,7.369541645050049,-24.536001205444336,6.626861572265625,-26.330516815185547,5.721976280212402,-29.55546760559082,6.319299221038818,-32.491310119628906,6.5032525062561035,-33.72306442260742,6.696103096008301,-33.941375732421875,6.542285919189453,-35.00497055053711,6.790420055389404
