f0_mean,f0_std,f0_range,jitter_local,shimmer_local,hnr_mean,voiced_ratio,speaking_rate_proxy,energy_std,dissonance_mean,dissonance_std,inharmonicity_mean,inharmonicity_std,major_fit,minor_fit,wholetone_fit,majorness,tonal_clarity,melodic_path_length,direction_change_rate,contour_slope,final_initial_diff,mean_interval_size,interval_std,num_notes_per_sec,direction_entropy,npvi_voiced,rpvi_pause,rpvi_pause_filtered,stress_contrast,ioi_cv,ioi_npvi,pitch_stress_contrast,f1_mean,f1_std,f2_mean,f2_std,f3_mean,f3_std,formant_dispersion,cpp_mean,cpp_std,h1h2_mean,h1h2_std,nid,episode,sarcasm,subset,major_fit_stable,minor_fit_stable,wholetone_fit_stable,majorness_stable,tonal_clarity_stable,stable_pitch_fraction,jitter_local_stable,shimmer_local_stable
199.86821046462043,40.65159219677878,476.8486629565525,0.019115676029086,0.1346587268062589,10.89910204526731,0.6921995783555868,6.38101992011601,12.178559457482487,50.979479954148935,92.83879278180328,0.1013428880840685,0.0560293789748976,0.1037966607365329,0.2285749661697583,0.0075621948614187,-0.1247783054332253,0.1473583069832127,16.830642644649355,8.134047370697331,0.1536935805589896,-1.8665425474144524,2.0897470498568973,2.542016031548408,1.4024219604650572,0.9494520153879484,87.77942634400527,0.0995555555555555,0.0905882352941176,4.983878744520957,0.5374904411276195,43.74927164945075,2.3006234130259795,634.9564554921219,365.3236160033275,1797.771884605588,467.9144716765509,2850.744471720428,474.0910548277827,1107.8940081141527,0.2108276053196927,0.0902703149081028,-0.3363192799955525,9.34559633691162,51_1,51,1,hard_disagree,0.2997112617711767,0.3645620738211575,0.0412393049421161,-0.0648508120499808,0.1201001499804771,0.4115168539325842,0.0097913334517369,0.1505019545939067
216.2155036900693,37.89933617995606,259.63257581799223,0.021184137698501,0.1370672570777482,8.485387268938949,0.781305114638448,6.837263663396251,6.895165996837494,144.4937448382182,239.0278318245757,0.1100588406036895,0.0620032037826663,0.1562093620217416,0.3830231308873199,0.0125898262433416,-0.2268137688655782,0.107486940519336,30.095998656650792,7.012578116303847,0.2933718383331116,-2.0384121135390547,1.7113718828050666,1.7792245105898503,1.051886717445577,0.9709505944546686,84.10535392195185,0.0533333333333333,0.04,3.4988324426800217,0.3399258883706531,34.97966242903575,2.497051293732051,638.2879308260757,311.5992768778906,1751.912628764196,412.1791542025908,2796.799789448992,352.4979966906359,1079.2559293114582,0.1986665401706021,0.088553520352344,0.7893764091029072,9.803556184707723,51_2,51,0,hard_disagree,0.2369878759935288,0.4079284364442422,1.2848334892853076e-17,-0.1709405604507134,0.2797380061352423,0.3450704225352112,0.0028159285742843,0.1089493517151724
151.5764749225935,28.49392744931156,152.7283600763663,0.0196839292285143,0.1451461031291691,8.242572049686949,0.6993127147766323,6.486900780379041,9.446270807442552,270.13543946531524,362.24133777928665,0.1196002877341592,0.0595290512485522,0.3353163946922975,0.4676474630922538,0.0693817872358395,-0.1323310683999563,0.058101299292028,16.164083754680366,4.267697881828316,-0.9503655124024656,-7.828442289721574,3.635069272153741,3.7498177276196807,0.8535395763656634,1.0,86.08573099801372,0.08125,0.0685714285714285,3.976261957813486,0.5394537454025882,42.50644729756986,2.266028278633327,764.2971259259285,489.6613506886509,1799.7072536857977,495.73657803449134,2809.781707700995,549.49487552534,1022.7422908875336,0.1599786150204382,0.0607262763742929,-2.230444285355261,9.48821605710551,51_5,51,0,hard_disagree,0.4438970385345975,0.5322177548222037,0.0430730492253948,-0.0883207162876061,0.2175958741077471,0.3745704467353952,0.007571797574669,0.2192233840037354
168.0247583304632,66.46210185792316,481.43046782345175,0.0196218564858204,0.1469328169402898,9.61165647827423,0.8896103896103896,6.663839494618624,7.730552021387461,265.6378964257354,305.3734199274033,0.1174457441197907,0.0660035885906502,0.4742524252107568,0.469468353375409,0.0211006155139319,0.0047840718353478,0.0469349129001974,31.566318226770072,7.953614880673841,-2.5161853314134306,-8.351788887841533,4.049632983259399,3.837827902600787,1.2897753860552177,0.9709505944546686,68.68538668538669,0.024,,2.8795357710793783,0.3416794578308862,26.02233043571871,3.7084133592004735,564.1608865508917,204.1356733564716,1580.306460015741,408.3592020587727,2524.6636301333288,397.90284777288383,980.2513717912186,0.1961741610642092,0.1012712648341614,-4.28135261169902,7.786834406259385,51_6,51,1,hard_disagree,0.3597100820966001,0.3604752498241607,0.0800640769025435,-0.0007651677275606,0.2698689426574987,0.2034632034632034,0.0030248314158911,0.0769861583603928
184.73111127898045,59.57707311576098,456.2553210435369,0.027721799382542,0.1328817866015546,10.343056190290612,0.6925287356321839,6.543364384692798,12.213856539256598,60.12206112905632,68.66525116272017,0.1073958332686003,0.0574253473959698,0.2642355066882182,0.4998648056394952,0.1841467746176297,-0.235629298951277,0.0923698723021476,23.118067697336343,8.250329006786572,-0.6599521078585078,-5.0215322777815246,,,,,104.14307820494436,0.0707692307692307,0.13,4.266665626556203,0.4077260190005737,27.495669743237507,4.741210057014305,594.5374252839762,413.70823157344967,1827.4569567230776,431.8747778797846,2913.830495742712,325.25857819333686,1159.6465352293678,0.1711035232926945,0.0725525574046288,1.5207729278814952,11.2827462947621,51_15,51,0,hard_disagree,0.5490937449632844,0.7647243339565455,0.1301889109808238,-0.215630588993261,0.4638917158824549,0.3275862068965517,,
197.72486652350543,61.93309392956584,331.8689548164182,0.0188758167926368,0.111616238856316,9.976641167564566,0.6884735202492211,6.314018007191611,10.622058496411858,76.57741715113765,159.2239392860698,0.1040360243971192,0.0692244666715852,0.4164852021346772,0.4961038173435632,0.2273331121599531,-0.079618615208886,0.0649229410868978,23.658244698996,7.866645386009219,-0.6436801405150226,-2.745943073764966,4.365456275642349,6.056268672866915,1.4491188868964353,0.9957274520849256,92.63596176468386,0.1092857142857142,0.0625,3.1495589197021143,0.6188573152679414,43.30283073359138,2.35040734892046,694.7054324827819,402.3099890752586,1912.555859849428,475.6502947872197,2919.8312320635623,443.1074991343654,1112.56289979039,0.2155789968405553,0.1060663423795388,0.2415044704575472,9.262426172959572,51_19,51,0,hard_disagree,0.5089905159989839,0.4708660002384555,0.3990434422338111,0.0381245157605284,0.2394004643603039,0.4398340248962655,0.007327500601082,0.0798167415466716
117.84804902902825,22.731300418588,129.43954395046546,0.0251723943699829,0.1561444522364737,8.898058503217817,0.7567567567567568,6.170060136145792,10.229340682535923,147.77550197073356,212.2703156353949,0.1433238205781994,0.0587148009693044,0.2818520307565804,0.2614594713573068,0.1250092312918765,0.0203925593992736,0.0706322310178182,20.19033577899165,8.862450013736684,-0.4852248263794087,8.059850335784828,1.9561121209016727,2.7933772863657027,1.794926585060594,0.9709505944546686,96.25971407753056,0.1136363636363636,0.0714285714285714,4.0376420670561135,0.5624483902742172,40.43154754649739,1.836114411254946,667.0803370375934,450.0402266143356,1680.331561351406,535.2247270450113,2777.64468533933,521.0738571066705,1055.2821741508685,0.1295107592780695,0.0536905855223305,-3.155716012562064,6.69759441832356,51_24,51,0,hard_disagree,0.3768960695742948,0.3915395579214903,0.3432032364918221,-0.0146434883471955,0.190066236933359,0.3445945945945945,0.0073405321220111,0.1640939341383925
128.00102945499296,30.587168677114697,372.301143767644,0.0243802448786461,0.1458438148718338,9.811986770716784,0.7824491157824491,6.333333333333333,9.234893191021769,96.18979796658714,154.39773874041185,0.144567812105294,0.0681101580257325,0.221169745014553,0.2819214556304801,0.0371945159687638,-0.060751710615927,0.0414363920889054,21.474584699857893,10.333333333333334,-0.0167197832827985,-6.659259091595942,1.9633391521115064,2.8800741789490774,1.5666666666666669,0.9986359641585718,89.98806225212739,0.0888571428571428,0.1030769230769231,3.7521135908644574,0.5560838218935001,44.14271981061322,2.014416387344058,606.8031835319016,402.1805009558644,1681.6261157425515,532.4035569998125,2737.273610825301,534.7410178391223,1065.2352136466998,0.1511643829042482,0.072177828552408,-3.2437991149475573,7.666548024364076,51_25,51,0,hard_disagree,0.4073330815286114,0.3581313191652461,0.2621112169983114,0.0492017623633652,0.0456340315306071,0.324216144096064,0.0032746102943404,0.0899293680675314
124.10582026418408,25.76500863476295,106.71836360489166,0.0219554215847519,0.139120104946527,9.40051085680136,0.805921052631579,5.562851991184917,8.387996901143877,142.4590873815032,195.63233835910304,0.1480583424902493,0.0663940709089049,0.4599488467020854,0.5824553828412417,0.0257817601641445,-0.1225065361391562,0.1187888168422411,16.189178956271444,10.471250806936313,-0.971717836075898,-11.225692457323916,2.262343333631006,2.8735907908876817,1.9633595263005588,0.94566030460064,106.92834715919436,0.0466666666666666,0.04,3.4373436508756727,0.4626833714948952,46.947132918463865,1.9739521723014488,530.770661176379,249.83408182850047,1505.2511182104229,471.18514306356894,2770.876550038636,483.8847711374245,1120.0529444311287,0.1429676474932894,0.058127610514164,-1.196292717545963,7.835904884000711,51_28,51,0,hard_disagree,0.5993668642408861,0.774019111671537,0.1666666666666666,-0.1746522474306509,0.1800570864612648,0.3585526315789473,0.0036390124097394,0.0919882156114783
189.5716106736093,45.74178913012946,275.0297051390502,0.0185850470722384,0.1397656114926195,11.282763534311792,0.7096399535423926,6.017097246493175,13.92062126304174,62.24026232782352,90.86667393888231,0.1028954434899824,0.058661713980389,0.2693967826931153,0.4505216034787486,0.2465464285076496,-0.1811248207856333,0.0216971261481161,16.89767228258486,6.132810655079582,-0.2828797114041559,8.8734762878805,2.878183438723532,4.036733198824196,1.5042743116232935,0.9798687566511528,67.37676773157634,0.146,0.1914285714285714,5.482975960269434,0.7369896358994336,46.52473769281757,2.2712883061288696,603.0232533649053,289.42547507379373,1775.4088561880967,472.8229542951168,2859.744436696717,344.6630165348048,1128.360591665906,0.1951887846640654,0.0805496025898076,-1.6613207971736073,8.522258951127975,51_29,51,0,hard_disagree,0.4201699130682325,0.6454743321630164,0.1327329683004746,-0.2253044190947839,0.1181756084780957,0.4176334106728538,0.0094704297840562,0.117122671258344
213.6843599068887,48.02628614819863,433.6071582662876,0.0231961442070435,0.1396850577238506,9.756818828732955,0.745945945945946,6.624847746650426,9.421308388785471,61.61770890760538,147.41771284190654,0.1192941371063426,0.0697276671393859,0.5455518225883408,0.3384219223037937,0.1194572431075036,0.207129900284547,0.0578778203011278,30.121044391749376,9.668696711327648,-1.2976779335986643,-0.6394200633206815,2.688939971726475,1.5514655957535712,0.5371498172959805,-0.0,98.60630170725123,0.0376470588235294,0.15,3.7267334058941466,0.3134031257526177,33.18501130639014,1.7413408283401752,577.4143098954022,263.54523562626866,1719.4684712524725,349.17556179677416,2670.703894296625,395.3404467412646,1046.6447922006114,0.178488639284146,0.0730394913700657,2.3555361314947767,9.708741766167453,51_30,51,0,hard_disagree,0.7396449528002993,0.5967345912367537,2.2446935540964786e-17,0.1429103615635456,0.2875372585319501,0.3201438848920863,0.0044599463057786,0.066868581030081
112.47881185781225,53.95695163849678,496.6497756262585,0.0309587547552164,0.179861884121886,6.624788719722399,0.6864864864864865,6.425683305608509,8.665884095240841,149.4691778814766,196.15590178987893,0.1600176995627281,0.0665352891558316,0.1831193867635936,0.2883927352366806,0.1080979937064546,-0.1052733484730869,0.156381898486444,20.038424472166344,9.103051349612054,-1.2692803718427133,-3.41390360719862,2.020824501601512,0.8339605535278718,0.8032104132010637,-0.0,67.94268077601411,0.0533333333333333,0.0466666666666666,5.248513163690353,0.4120049668796059,43.76095325119564,2.5615126820207808,679.4774668425737,413.5049198401952,1790.9612635089038,453.3365975949062,2777.347461963839,550.6912252398282,1048.9349975606328,0.1166295639699538,0.0354861516953594,-2.3963172701854565,9.408360963978428,51_31,51,0,hard_disagree,0.4399213444338283,0.5763237137929954,7.616425545093506e-18,-0.136402369359167,0.5298485557691937,0.3783783783783784,0.022813635118557,0.2402421545197235
108.31693663096202,29.23114331504616,136.1664337592382,0.0244705071598206,0.158599373212995,7.086698722625546,0.7586912065439673,6.296924083166748,6.437928066762834,150.49114756500882,192.4081303880897,0.1614967778002261,0.0621405473580501,0.292737267665648,0.4100096394185457,0.053809550329578,-0.1172723717528976,0.111433539720496,21.968621448563976,10.35945574972594,-0.4947633292095478,1.7087292831582772,1.7869424446661717,2.3671380073922084,1.4218860832957174,0.9182958340544896,79.82569206401973,0.072,0.11,4.879995018258594,0.4968513901273085,44.73898530421523,2.1550250534099886,577.5145773777358,323.5666360210887,1696.274004762127,467.79937692601743,2772.461453985024,461.29024109366696,1097.4734383036443,0.1172406061615775,0.0328748567185667,-4.041096989855021,6.181472736590637,51_33,51,1,hard_disagree,0.2932764256011151,0.4379747608860644,0.1058677009860878,-0.1446983352849493,0.2102014349545075,0.3714285714285714,0.0058472750394725,0.0907436351939556
166.54234756432277,42.83499395883472,522.8908476181326,0.0184914515164746,0.1093005559676759,11.802570676294822,0.6985534297713486,6.103799779392187,11.339459554553477,65.5027401446924,95.4442629501491,0.1044873200603719,0.0606815201791579,0.2428638864247618,0.3280855199240479,0.0386482788849148,-0.085221633499286,0.1566665782401995,19.01009011482204,6.150393670837929,-0.2029314691382341,-1.4363389943568663,1.6416884025037053,2.83348647604001,1.211441177589289,0.9895875212220556,93.59245338573676,0.0916666666666666,0.1025,4.389176413193585,0.5305935236383187,46.762390364240254,1.741957102381103,568.2980073372099,308.66170706288733,1768.9985800632992,475.1543269731801,2864.7140622727125,412.3291779379898,1148.2080274677514,0.1979895766847317,0.0908822496265314,-3.4754456137406526,8.210113614774977,51_35,51,0,hard_disagree,0.2794620834897078,0.3640564924785266,0.074354776967088,-0.0845944089888188,0.2102741708620511,0.4104477611940298,0.0063788762042576,0.1018263284113874
249.98484401973909,95.64560963397716,506.8043217558109,0.0260792637099299,0.1622518381959354,8.741409854303681,0.7217391304347827,6.472476076789104,10.705922610787058,132.8835655893192,218.8223101273765,0.1188990533827696,0.0695741255505178,0.3342271771241662,0.3001780499386048,0.0811641255929457,0.0340491271855614,0.0252253673712542,49.0981096962299,9.277215710064382,-1.6566917939261545,-6.991820672243094,,,,,81.40413845398288,0.06,0.06,4.193691084258123,0.3769248142968643,38.27224659604117,6.888914031717475,596.4275920645771,312.60376719304134,1674.5353427865552,407.0498512419405,2762.681325790308,418.7374317415161,1083.1268668628652,0.1645812290514536,0.0704383026661093,-0.8741336893877117,17.065597652557667,51_36,51,0,hard_disagree,0.314888335204394,0.4704019183833313,9.813077866773593e-18,-0.1555135831789373,0.4421141086977402,0.2478260869565217,,
152.03914457131447,63.11014042426893,504.6179264926433,0.0254376216228767,0.1530625983409094,7.977060721337855,0.7778753292361721,6.479859894921191,8.913796259319554,193.473434821129,292.0399386536244,0.1450707275662166,0.0732364382455665,0.1991805286262865,0.4210230707416746,0.0745183516275822,-0.2218425421153881,0.025216130145154,31.97220552851021,9.457092819614711,-0.0036395755877794,0.4493423265382645,4.357224778610756,6.515387029461683,0.6129597197898424,0.9182958340544896,70.86373818068351,0.0889655172413793,0.1066666666666666,3.754300468671533,0.4986919543141605,44.46399944880838,4.462706197452929,606.1144682427791,326.064708379893,1687.968006687194,419.22259114445154,2718.378708370336,438.1532034386132,1056.1321200637783,0.1478085673986987,0.062872590515498,-3.0540645350658844,9.371689630535688,51_45,51,1,hard_disagree,0.3273252815303825,0.4143168622368106,0.1874178434105829,-0.0869915807064281,0.1701980033669148,0.2789473684210526,0.0074142816333533,0.1332663102524151
