major_fit_stable,minor_fit_stable,wholetone_fit_stable,majorness_stable,tonal_clarity_stable,stable_pitch_fraction,nid
0.24528679811595447,0.2602450044640117,0.19841894753313624,-0.014958206348057251,0.43131824750856174,0.24731182795698925,51_0
0.44165199066783634,0.5105512212556765,0.09491579957524988,-0.0688992305878402,0.286539879224733,0.32,51_3
0.7662952136307674,0.49989571152813145,0.5570860145311558,0.2663995021026359,0.2617944137104211,0.29245283018867924,51_4
0.3817337771776177,0.4560131264339851,0.10721125348377951,-0.07427934925636742,0.07732601203632561,0.3246753246753247,51_7
0.44845049928265646,0.5872648574157481,0.04751143381455798,-0.13881435813309162,0.2483097214985689,0.3155893536121673,51_8
0.48467607785588607,0.5301864620365494,0.31022669373179257,-0.04551038418066333,0.1218158042421964,0.365,51_9
0.3300169167042596,0.3021869080159734,0.356034497458156,0.027830008688286167,0.3266876392374768,0.19457013574660634,51_10
0.47933813702915284,0.5839794481702894,0.31379654449147804,-0.1046413111411365,0.25781295826656603,0.296875,51_11
0.43582255029203004,0.31924875679410475,0.23754227473946873,0.1165737934979253,0.2537098753242729,0.2991202346041056,51_12
0.3470090632456297,0.4302028038586076,0.07669649888473702,-0.0831937406129779,0.3246435707904477,0.276536312849162,51_13
0.35997721793212917,0.6343078612604102,0.057575316994974694,-0.274330643328281,0.32755043424703945,0.33423180592991913,51_14
0.33860320435965024,0.5731666317316063,0.018151839895669597,-0.23456342737195607,0.24049122699476255,0.325635103926097,51_16
0.554146955131759,0.6047851434624842,0.19518001458970669,-0.0506381883307252,0.2555462185968297,0.36470588235294116,51_17
0.2611276781640017,0.4088121502115746,0.049211549613124406,-0.1476844720475729,0.29061077353347176,0.4143835616438356,51_18
0.7434619760033594,0.5384482264869052,0.04214497519610895,0.20501374951645424,0.312386263086445,0.2681564245810056,51_20
0.5143988343610066,0.7633789612670243,0.3015113445777636,-0.24898012690601767,0.44211410869774026,0.2,51_21
0.6969666075873272,0.48622260274634044,0.17960530202677494,0.21074400484098677,0.1604610408259537,0.4534653465346535,51_22
0.5088941720258222,0.5736759961154102,0.09053574604251853,-0.06478182408958799,0.21851079432617437,0.2727272727272727,51_23
0.3462110749353394,0.3357648493941295,0.09284766908852593,0.010446225541209941,0.35876736779451124,0.40119760479041916,51_26
0.6282284029883541,0.510157394401744,0.18376564945993984,0.11807100858661013,0.28482757100198597,0.3622448979591837,51_27
0.40015990583640676,0.5235244494542458,0.11541919157190154,-0.12336454361783905,0.13906921624059188,0.3981677237491191,51_32
0.7226260332211019,0.6857157993286508,0.3110855084191276,0.03691023389245107,0.2687921803684955,0.20577617328519857,51_34
0.587947018409732,0.761174895283184,0.24449662121587257,-0.1732278768734521,0.35644371229930627,0.25301204819277107,51_37
0.42892281160824164,0.5702694669232978,0.0912870929175277,-0.1413466553150562,0.1890380362325801,0.2669491525423729,51_38
0.4622465463464051,0.5696230862100136,0.1508565459517506,-0.10737653986360846,0.1856973607750929,0.37777777777777777,51_39
0.44515305065859884,0.6600855592004234,0.20317612845604968,-0.2149325085418246,0.22159812225572473,0.24881516587677724,51_40
0.36989959649993076,0.5153777734198154,0.10878565864408424,-0.14547817691988463,0.2676891747380563,0.3181818181818182,51_41
0.5969814020346218,0.5486849235304292,0.0533760512683624,0.04829647850419261,0.24921020242717096,0.4423076923076923,51_42
0.32379135319448876,0.5262750396442728,0.07974522228289,-0.20248368644978404,0.2588802035095914,0.3544600938967136,51_43
0.5494848952482323,0.5997276769298128,0.17888543819998318,-0.05024278168158047,0.30972729778434593,0.3384615384615385,51_44
0.5922668562212805,0.5911780308136695,0.10390486669322618,0.001088825407611016,0.2107488810204594,0.37292464878671777,51_46
0.576074161521561,0.6717068060124407,0.07263177370540501,-0.09563264449087971,0.14228085569897464,0.380352644836272,51_47
0.39704966904759864,0.44097838075522244,0.03335186729825351,-0.0439287117076238,0.32417014351638884,0.38860103626943004,51_49
0.21499669272802963,0.40716979404631143,0.020399668712070173,-0.1921731013182818,0.14089835301223907,0.41142020497803805,51_50
0.2996146833374919,0.4578354086754763,0.02963044254729799,-0.15822072533798437,0.251213136335249,0.4472361809045226,51_53
0.4135861058033188,0.6275193606937244,4.05656634821691e-17,-0.2139332548904056,0.512640035438175,0.3987341772151899,51_54
0.37369360449323624,0.41577360088691945,0.10132591204497186,-0.042079996393683206,0.24904827009651953,0.40993788819875776,51_55
0.2914519266667897,0.3868830326129551,0.31559720154890153,-0.09543110594616538,0.4091770251645216,0.3076923076923077,51_57
0.2914699394564605,0.6299282728462042,0.04307304922539478,-0.33845833338974374,0.2110118111987015,0.2939958592132505,51_60
0.5036777031168793,0.5286645233715466,0.2196873875818734,-0.024986820254667252,0.29090140848663726,0.40671641791044777,51_62
0.47246296682058175,0.4742591293976901,0.47224848976399536,-0.0017961625771083511,0.23201705481254598,0.3142329020332717,51_63
0.39296494610756644,0.35463107397837257,0.13525044520011487,0.03833387212919387,0.28859059420150646,0.29277566539923955,51_64
