id,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,spectral_centroid_mean,spectral_centroid_std
51_1,-260.5687561035156,93.76806640625,110.77752685546875,60.540531158447266,-39.45713806152344,50.040531158447266,32.92072296142578,36.537254333496094,-6.9238104820251465,26.27382469177246,-13.759206771850586,35.371910095214844,-20.413532257080078,25.584632873535156,-12.920539855957031,20.484893798828125,-26.392671585083008,17.311180114746094,7.56222677230835,13.584121704101562,-18.87932586669922,14.980931282043457,-3.6839487552642822,11.182036399841309,-0.1218581274151802,10.371350288391113,2027.5908562528637,1313.957005987236
51_102,-201.3343963623047,104.42764282226562,124.9805908203125,61.90428924560547,-18.016395568847656,37.636295318603516,28.41033935546875,30.597211837768555,-8.342081069946289,28.825557708740234,10.982194900512695,29.71804428100586,-22.81270408630371,21.6853084564209,4.10369348526001,20.638578414916992,-33.096988677978516,16.908815383911133,2.904366970062256,14.421175956726074,-14.577706336975098,13.788228988647461,9.332560539245605,17.962045669555664,-11.69642162322998,12.23398494720459,1946.7470301283445,1358.0003438878332
51_106,-293.9676208496094,88.8138656616211,112.13443756103516,59.02359390258789,-32.89271926879883,52.19375991821289,26.883747100830078,40.127838134765625,-4.655109882354736,26.934555053710938,-11.891672134399414,31.457210540771484,-23.500219345092773,22.859460830688477,-18.157066345214844,21.604888916015625,-18.45218276977539,14.963703155517578,6.093485355377197,15.165521621704102,-22.784425735473633,12.291605949401855,-2.7508416175842285,11.17530345916748,-3.9919211864471436,10.183290481567383,1795.5209396455498,1222.5870526031963
51_114,-220.77523803710938,92.33599853515625,139.0614013671875,53.835044860839844,-18.307052612304688,42.203575134277344,22.293216705322266,30.871320724487305,-5.952356338500977,29.664045333862305,9.979994773864746,24.076030731201172,-11.087499618530273,22.670595169067383,-8.30124568939209,16.281801223754883,-32.41498565673828,17.068355560302734,6.002392768859863,15.356618881225586,-11.091062545776367,13.227885246276855,2.3144779205322266,16.86827278137207,-2.6183719635009766,11.945852279663086,1561.4295400048547,1060.4580179553816
51_118,-268.6507568359375,77.67985534667969,109.3814697265625,70.69520568847656,-40.850440979003906,52.179588317871094,44.25269317626953,36.09204864501953,-3.999077796936035,31.055763244628906,-14.366585731506348,39.68062210083008,-24.53417205810547,30.279787063598633,-15.940919876098633,20.458255767822266,-23.332551956176758,16.718944549560547,9.521759986877441,17.14140510559082,-17.13581085205078,15.030961036682129,-2.577641487121582,10.406524658203125,-5.669635772705078,10.14008617401123,2099.3625698186383,1554.3115117328646
51_119,-250.80320739746094,85.2523422241211,116.28076171875,56.685401916503906,-35.45720291137695,51.01531219482422,30.747722625732422,33.07604217529297,-11.427828788757324,27.653514862060547,-19.798681259155273,33.82753372192383,-18.705322265625,25.43436050415039,-17.947586059570312,18.76838493347168,-20.68115997314453,16.298904418945312,6.190958023071289,14.600983619689941,-13.222578048706055,12.124773979187012,-3.9116618633270264,10.634440422058105,-6.616259574890137,10.274399757385254,1768.0591227160182,1179.5973094131525
51_120,-241.45741271972656,88.9818344116211,148.26461791992188,67.4951400756836,-20.31150245666504,38.46736526489258,36.95452880859375,39.27535629272461,-0.14062324166297913,32.28058624267578,11.870442390441895,26.55754280090332,-8.793703079223633,19.23293685913086,-9.482125282287598,21.63949966430664,-25.58710479736328,17.709678649902344,5.514832496643066,17.627199172973633,-10.089789390563965,14.039896011352539,9.216460227966309,16.95868492126465,-7.362590312957764,13.418144226074219,1611.1514195236816,1186.360489765342
51_122,-337.24700927734375,123.59443664550781,89.53670501708984,60.97635269165039,-8.078560829162598,49.24381637573242,41.811195373535156,41.90144348144531,-7.397053241729736,35.27172088623047,-5.1214599609375,31.562395095825195,-9.861976623535156,28.825727462768555,-14.276910781860352,21.045835494995117,-20.836713790893555,20.5664119720459,-4.0162272453308105,17.38454246520996,-15.26154613494873,16.371978759765625,-5.279138565063477,12.39346981048584,-8.301340103149414,12.007827758789062,1989.5435871427965,1165.0570392442028
51_123,-284.5982666015625,112.72784423828125,120.64546966552734,47.78273010253906,-40.230804443359375,54.711326599121094,42.51493453979492,25.230785369873047,-6.929366111755371,28.426198959350586,-8.281259536743164,30.465768814086914,-9.749746322631836,19.941320419311523,-9.205845832824707,17.005813598632812,-26.161029815673828,18.196809768676758,8.360316276550293,19.114879608154297,-5.030834674835205,12.703568458557129,-2.139798879623413,12.102128982543945,-1.257593035697937,13.51453685760498,1939.6126744424278,1158.7728247690072
51_124,-284.5328369140625,103.1524429321289,98.30645751953125,58.623313903808594,-20.091541290283203,53.62132263183594,67.07801055908203,39.27833557128906,-3.413907289505005,28.282442092895508,-14.291923522949219,30.207592010498047,-27.369359970092773,24.173572540283203,-7.422793388366699,19.398456573486328,-14.906702995300293,15.708009719848633,-7.584484100341797,17.451297760009766,-22.61911392211914,13.239962577819824,-4.107517242431641,10.694498062133789,-13.17798900604248,9.718284606933594,1894.0569955133637,1121.2009913098536
